auc,acc,recall,precision,f1,mcc,model
0.9842941176470589,0.9488702118765262,0.946631721995729,0.9062369826435248,0.9256957182737539,0.8875968891177057,SVM
0.9884077848961367,0.955505929462498,0.9308095515433896,0.9374881888878825,0.9337675289781882,0.9006933509064241,Random Forest
